fullname,permanentNumber,code,Constructors,points,wins
Nico Rosberg,6,ROS,Mercedes,25,1
Kevin Magnussen,20,MAG,McLaren,18,0
Jenson Button,22,BUT,McLaren,15,0
Fernando Alonso,14,ALO,Ferrari,12,0
Valtteri Bottas,77,BOT,Williams,10,0
Nico Hülkenberg,27,HUL,Force India,8,0
Kimi Räikkönen,7,RAI,Ferrari,6,0
Jean-Éric Vergne,25,VER,Toro Rosso,4,0
Daniil Kvyat,26,KVY,Toro Rosso,2,0
Sergio Pérez,11,PER,Force India,1,0
Adrian Sutil,99,SUT,Sauber,0,0
Esteban Gutiérrez,21,GUT,Sauber,0,0
Max Chilton,4,CHI,Marussia,0,0
Jules Bianchi,17,BIA,Marussia,0,0
Romain Grosjean,8,GRO,Lotus F1,0,0
Pastor Maldonado,13,MAL,Lotus F1,0,0
Marcus Ericsson,9,ERI,Caterham,0,0
Sebastian Vettel,5,VET,Red Bull,0,0
Lewis Hamilton,44,HAM,Mercedes,0,0
Felipe Massa,19,MAS,Williams,0,0
Kamui Kobayashi,10,KOB,Caterham,0,0
Daniel Ricciardo,3,RIC,Red Bull,0,0
Nico Rosberg,6,ROS,Mercedes,43,1
Lewis Hamilton,44,HAM,Mercedes,25,1
Fernando Alonso,14,ALO,Ferrari,24,0
Jenson Button,22,BUT,McLaren,23,0
Kevin Magnussen,20,MAG,McLaren,20,0
Nico Hülkenberg,27,HUL,Force India,18,0
Sebastian Vettel,5,VET,Red Bull,15,0
Valtteri Bottas,77,BOT,Williams,14,0
Kimi Räikkönen,7,RAI,Ferrari,6,0
Felipe Massa,19,MAS,Williams,6,0
Jean-Éric Vergne,25,VER,Toro Rosso,4,0
Daniil Kvyat,26,KVY,Toro Rosso,3,0
Sergio Pérez,11,PER,Force India,1,0
Romain Grosjean,8,GRO,Lotus F1,0,0
Adrian Sutil,99,SUT,Sauber,0,0
Esteban Gutiérrez,21,GUT,Sauber,0,0
Max Chilton,4,CHI,Marussia,0,0
Kamui Kobayashi,10,KOB,Caterham,0,0
Marcus Ericsson,9,ERI,Caterham,0,0
Jules Bianchi,17,BIA,Marussia,0,0
Pastor Maldonado,13,MAL,Lotus F1,0,0
Daniel Ricciardo,3,RIC,Red Bull,0,0
Nico Rosberg,6,ROS,Mercedes,61,1
Lewis Hamilton,44,HAM,Mercedes,50,2
Nico Hülkenberg,27,HUL,Force India,28,0
Fernando Alonso,14,ALO,Ferrari,26,0
Jenson Button,22,BUT,McLaren,23,0
Sebastian Vettel,5,VET,Red Bull,23,0
Kevin Magnussen,20,MAG,McLaren,20,0
Valtteri Bottas,77,BOT,Williams,18,0
Sergio Pérez,11,PER,Force India,16,0
Daniel Ricciardo,3,RIC,Red Bull,12,0
Felipe Massa,19,MAS,Williams,12,0
Kimi Räikkönen,7,RAI,Ferrari,7,0
Jean-Éric Vergne,25,VER,Toro Rosso,4,0
Daniil Kvyat,26,KVY,Toro Rosso,3,0
Romain Grosjean,8,GRO,Lotus F1,0,0
Adrian Sutil,99,SUT,Sauber,0,0
Esteban Gutiérrez,21,GUT,Sauber,0,0
Max Chilton,4,CHI,Marussia,0,0
Kamui Kobayashi,10,KOB,Caterham,0,0
Pastor Maldonado,13,MAL,Lotus F1,0,0
Marcus Ericsson,9,ERI,Caterham,0,0
Jules Bianchi,17,BIA,Marussia,0,0
Nico Rosberg,6,ROS,Mercedes,79,1
Lewis Hamilton,44,HAM,Mercedes,75,3
Fernando Alonso,14,ALO,Ferrari,41,0
Nico Hülkenberg,27,HUL,Force India,36,0
Sebastian Vettel,5,VET,Red Bull,33,0
Daniel Ricciardo,3,RIC,Red Bull,24,0
Valtteri Bottas,77,BOT,Williams,24,0
Jenson Button,22,BUT,McLaren,23,0
Kevin Magnussen,20,MAG,McLaren,20,0
Sergio Pérez,11,PER,Force India,18,0
Felipe Massa,19,MAS,Williams,12,0
Kimi Räikkönen,7,RAI,Ferrari,11,0
Jean-Éric Vergne,25,VER,Toro Rosso,4,0
Daniil Kvyat,26,KVY,Toro Rosso,4,0
Romain Grosjean,8,GRO,Lotus F1,0,0
Adrian Sutil,99,SUT,Sauber,0,0
Esteban Gutiérrez,21,GUT,Sauber,0,0
Max Chilton,4,CHI,Marussia,0,0
Kamui Kobayashi,10,KOB,Caterham,0,0
Pastor Maldonado,13,MAL,Lotus F1,0,0
Marcus Ericsson,9,ERI,Caterham,0,0
Jules Bianchi,17,BIA,Marussia,0,0
Lewis Hamilton,44,HAM,Mercedes,100,4
Nico Rosberg,6,ROS,Mercedes,97,1
Fernando Alonso,14,ALO,Ferrari,49,0
Sebastian Vettel,5,VET,Red Bull,45,0
Daniel Ricciardo,3,RIC,Red Bull,39,0
Nico Hülkenberg,27,HUL,Force India,37,0
Valtteri Bottas,77,BOT,Williams,34,0
Jenson Button,22,BUT,McLaren,23,0
Kevin Magnussen,20,MAG,McLaren,20,0
Sergio Pérez,11,PER,Force India,20,0
Kimi Räikkönen,7,RAI,Ferrari,17,0
Felipe Massa,19,MAS,Williams,12,0
Romain Grosjean,8,GRO,Lotus F1,4,0
Jean-Éric Vergne,25,VER,Toro Rosso,4,0
Daniil Kvyat,26,KVY,Toro Rosso,4,0
Adrian Sutil,99,SUT,Sauber,0,0
Esteban Gutiérrez,21,GUT,Sauber,0,0
Max Chilton,4,CHI,Marussia,0,0
Kamui Kobayashi,10,KOB,Caterham,0,0
Pastor Maldonado,13,MAL,Lotus F1,0,0
Marcus Ericsson,9,ERI,Caterham,0,0
Jules Bianchi,17,BIA,Marussia,0,0
Nico Rosberg,6,ROS,Mercedes,122,2
Lewis Hamilton,44,HAM,Mercedes,118,4
Fernando Alonso,14,ALO,Ferrari,61,0
Daniel Ricciardo,3,RIC,Red Bull,54,0
Nico Hülkenberg,27,HUL,Force India,47,0
Sebastian Vettel,5,VET,Red Bull,45,0
Valtteri Bottas,77,BOT,Williams,34,0
Jenson Button,22,BUT,McLaren,31,0
Kevin Magnussen,20,MAG,McLaren,21,0
Sergio Pérez,11,PER,Force India,20,0
Felipe Massa,19,MAS,Williams,18,0
Kimi Räikkönen,7,RAI,Ferrari,17,0
Romain Grosjean,8,GRO,Lotus F1,8,0
Jean-Éric Vergne,25,VER,Toro Rosso,4,0
Daniil Kvyat,26,KVY,Toro Rosso,4,0
Jules Bianchi,17,BIA,Marussia,2,0
Marcus Ericsson,9,ERI,Caterham,0,0
Adrian Sutil,99,SUT,Sauber,0,0
Esteban Gutiérrez,21,GUT,Sauber,0,0
Max Chilton,4,CHI,Marussia,0,0
Kamui Kobayashi,10,KOB,Caterham,0,0
Pastor Maldonado,13,MAL,Lotus F1,0,0
Nico Rosberg,6,ROS,Mercedes,140,2
Lewis Hamilton,44,HAM,Mercedes,118,4
Daniel Ricciardo,3,RIC,Red Bull,79,1
Fernando Alonso,14,ALO,Ferrari,69,0
Sebastian Vettel,5,VET,Red Bull,60,0
Nico Hülkenberg,27,HUL,Force India,57,0
Jenson Button,22,BUT,McLaren,43,0
Valtteri Bottas,77,BOT,Williams,40,0
Kevin Magnussen,20,MAG,McLaren,23,0
Sergio Pérez,11,PER,Force India,20,0
Felipe Massa,19,MAS,Williams,18,0
Kimi Räikkönen,7,RAI,Ferrari,18,0
Romain Grosjean,8,GRO,Lotus F1,8,0
Jean-Éric Vergne,25,VER,Toro Rosso,8,0
Daniil Kvyat,26,KVY,Toro Rosso,4,0
Jules Bianchi,17,BIA,Marussia,2,0
Adrian Sutil,99,SUT,Sauber,0,0
Marcus Ericsson,9,ERI,Caterham,0,0
Esteban Gutiérrez,21,GUT,Sauber,0,0
Max Chilton,4,CHI,Marussia,0,0
Kamui Kobayashi,10,KOB,Caterham,0,0
Pastor Maldonado,13,MAL,Lotus F1,0,0
Nico Rosberg,6,ROS,Mercedes,165,3
Lewis Hamilton,44,HAM,Mercedes,136,4
Daniel Ricciardo,3,RIC,Red Bull,83,1
Fernando Alonso,14,ALO,Ferrari,79,0
Sebastian Vettel,5,VET,Red Bull,60,0
Nico Hülkenberg,27,HUL,Force India,59,0
Valtteri Bottas,77,BOT,Williams,55,0
Jenson Button,22,BUT,McLaren,43,0
Felipe Massa,19,MAS,Williams,30,0
Kevin Magnussen,20,MAG,McLaren,29,0
Sergio Pérez,11,PER,Force India,28,0
Kimi Räikkönen,7,RAI,Ferrari,19,0
Romain Grosjean,8,GRO,Lotus F1,8,0
Jean-Éric Vergne,25,VER,Toro Rosso,8,0
Daniil Kvyat,26,KVY,Toro Rosso,4,0
Jules Bianchi,17,BIA,Marussia,2,0
Adrian Sutil,99,SUT,Sauber,0,0
Marcus Ericsson,9,ERI,Caterham,0,0
Pastor Maldonado,13,MAL,Lotus F1,0,0
Esteban Gutiérrez,21,GUT,Sauber,0,0
Max Chilton,4,CHI,Marussia,0,0
Kamui Kobayashi,10,KOB,Caterham,0,0
Nico Rosberg,6,ROS,Mercedes,165,3
Lewis Hamilton,44,HAM,Mercedes,161,5
Daniel Ricciardo,3,RIC,Red Bull,98,1
Fernando Alonso,14,ALO,Ferrari,87,0
Valtteri Bottas,77,BOT,Williams,73,0
Sebastian Vettel,5,VET,Red Bull,70,0
Nico Hülkenberg,27,HUL,Force India,63,0
Jenson Button,22,BUT,McLaren,55,0
Kevin Magnussen,20,MAG,McLaren,35,0
Felipe Massa,19,MAS,Williams,30,0
Sergio Pérez,11,PER,Force India,28,0
Kimi Räikkönen,7,RAI,Ferrari,19,0
Jean-Éric Vergne,25,VER,Toro Rosso,9,0
Romain Grosjean,8,GRO,Lotus F1,8,0
Daniil Kvyat,26,KVY,Toro Rosso,6,0
Jules Bianchi,17,BIA,Marussia,2,0
Adrian Sutil,99,SUT,Sauber,0,0
Marcus Ericsson,9,ERI,Caterham,0,0
Pastor Maldonado,13,MAL,Lotus F1,0,0
Esteban Gutiérrez,21,GUT,Sauber,0,0
Max Chilton,4,CHI,Marussia,0,0
Kamui Kobayashi,10,KOB,Caterham,0,0
Nico Rosberg,6,ROS,Mercedes,190,4
Lewis Hamilton,44,HAM,Mercedes,176,5
Daniel Ricciardo,3,RIC,Red Bull,106,1
Fernando Alonso,14,ALO,Ferrari,97,0
Valtteri Bottas,77,BOT,Williams,91,0
Sebastian Vettel,5,VET,Red Bull,82,0
Nico Hülkenberg,27,HUL,Force India,69,0
Jenson Button,22,BUT,McLaren,59,0
Kevin Magnussen,20,MAG,McLaren,37,0
Felipe Massa,19,MAS,Williams,30,0
Sergio Pérez,11,PER,Force India,29,0
Kimi Räikkönen,7,RAI,Ferrari,19,0
Jean-Éric Vergne,25,VER,Toro Rosso,9,0
Romain Grosjean,8,GRO,Lotus F1,8,0
Daniil Kvyat,26,KVY,Toro Rosso,6,0
Jules Bianchi,17,BIA,Marussia,2,0
Adrian Sutil,99,SUT,Sauber,0,0
Marcus Ericsson,9,ERI,Caterham,0,0
Pastor Maldonado,13,MAL,Lotus F1,0,0
Esteban Gutiérrez,21,GUT,Sauber,0,0
Max Chilton,4,CHI,Marussia,0,0
Kamui Kobayashi,10,KOB,Caterham,0,0
Nico Rosberg,6,ROS,Mercedes,202,4
Lewis Hamilton,44,HAM,Mercedes,191,5
Daniel Ricciardo,3,RIC,Red Bull,131,2
Fernando Alonso,14,ALO,Ferrari,115,0
Valtteri Bottas,77,BOT,Williams,95,0
Sebastian Vettel,5,VET,Red Bull,88,0
Nico Hülkenberg,27,HUL,Force India,69,0
Jenson Button,22,BUT,McLaren,60,0
Felipe Massa,19,MAS,Williams,40,0
Kevin Magnussen,20,MAG,McLaren,37,0
Sergio Pérez,11,PER,Force India,29,0
Kimi Räikkönen,7,RAI,Ferrari,27,0
Jean-Éric Vergne,25,VER,Toro Rosso,11,0
Romain Grosjean,8,GRO,Lotus F1,8,0
Daniil Kvyat,26,KVY,Toro Rosso,6,0
Jules Bianchi,17,BIA,Marussia,2,0
Adrian Sutil,99,SUT,Sauber,0,0
Marcus Ericsson,9,ERI,Caterham,0,0
Pastor Maldonado,13,MAL,Lotus F1,0,0
Esteban Gutiérrez,21,GUT,Sauber,0,0
Max Chilton,4,CHI,Marussia,0,0
Kamui Kobayashi,10,KOB,Caterham,0,0
Nico Rosberg,6,ROS,Mercedes,220,4
Lewis Hamilton,44,HAM,Mercedes,191,5
Daniel Ricciardo,3,RIC,Red Bull,156,3
Fernando Alonso,14,ALO,Ferrari,121,0
Valtteri Bottas,77,BOT,Williams,110,0
Sebastian Vettel,5,VET,Red Bull,98,0
Nico Hülkenberg,27,HUL,Force India,70,0
Jenson Button,22,BUT,McLaren,68,0
Felipe Massa,19,MAS,Williams,40,0
Kimi Räikkönen,7,RAI,Ferrari,39,0
Kevin Magnussen,20,MAG,McLaren,37,0
Sergio Pérez,11,PER,Force India,33,0
Jean-Éric Vergne,25,VER,Toro Rosso,11,0
Romain Grosjean,8,GRO,Lotus F1,8,0
Daniil Kvyat,26,KVY,Toro Rosso,8,0
Jules Bianchi,17,BIA,Marussia,2,0
Adrian Sutil,99,SUT,Sauber,0,0
Marcus Ericsson,9,ERI,Caterham,0,0
Pastor Maldonado,13,MAL,Lotus F1,0,0
Esteban Gutiérrez,21,GUT,Sauber,0,0
Max Chilton,4,CHI,Marussia,0,0
Kamui Kobayashi,10,KOB,Caterham,0,0
André Lotterer,45,LOT,Caterham,0,0
Nico Rosberg,6,ROS,Mercedes,238,4
Lewis Hamilton,44,HAM,Mercedes,216,6
Daniel Ricciardo,3,RIC,Red Bull,166,3
Valtteri Bottas,77,BOT,Williams,122,0
Fernando Alonso,14,ALO,Ferrari,121,0
Sebastian Vettel,5,VET,Red Bull,106,0
Jenson Button,22,BUT,McLaren,72,0
Nico Hülkenberg,27,HUL,Force India,70,0
Felipe Massa,19,MAS,Williams,55,0
Kimi Räikkönen,7,RAI,Ferrari,41,0
Sergio Pérez,11,PER,Force India,39,0
Kevin Magnussen,20,MAG,McLaren,38,0
Jean-Éric Vergne,25,VER,Toro Rosso,11,0
Romain Grosjean,8,GRO,Lotus F1,8,0
Daniil Kvyat,26,KVY,Toro Rosso,8,0
Jules Bianchi,17,BIA,Marussia,2,0
Adrian Sutil,99,SUT,Sauber,0,0
Marcus Ericsson,9,ERI,Caterham,0,0
Pastor Maldonado,13,MAL,Lotus F1,0,0
Esteban Gutiérrez,21,GUT,Sauber,0,0
Max Chilton,4,CHI,Marussia,0,0
Kamui Kobayashi,10,KOB,Caterham,0,0
André Lotterer,45,LOT,Caterham,0,0
Lewis Hamilton,44,HAM,Mercedes,241,7
Nico Rosberg,6,ROS,Mercedes,238,4
Daniel Ricciardo,3,RIC,Red Bull,181,3
Fernando Alonso,14,ALO,Ferrari,133,0
Sebastian Vettel,5,VET,Red Bull,124,0
Valtteri Bottas,77,BOT,Williams,122,0
Jenson Button,22,BUT,McLaren,72,0
Nico Hülkenberg,27,HUL,Force India,72,0
Felipe Massa,19,MAS,Williams,65,0
Sergio Pérez,11,PER,Force India,45,0
Kimi Räikkönen,7,RAI,Ferrari,45,0
Kevin Magnussen,20,MAG,McLaren,39,0
Jean-Éric Vergne,25,VER,Toro Rosso,19,0
Romain Grosjean,8,GRO,Lotus F1,8,0
Daniil Kvyat,26,KVY,Toro Rosso,8,0
Jules Bianchi,17,BIA,Marussia,2,0
Adrian Sutil,99,SUT,Sauber,0,0
Marcus Ericsson,9,ERI,Caterham,0,0
Pastor Maldonado,13,MAL,Lotus F1,0,0
Esteban Gutiérrez,21,GUT,Sauber,0,0
Max Chilton,4,CHI,Marussia,0,0
Kamui Kobayashi,10,KOB,Caterham,0,0
André Lotterer,45,LOT,Caterham,0,0
Lewis Hamilton,44,HAM,Mercedes,266,8
Nico Rosberg,6,ROS,Mercedes,256,4
Daniel Ricciardo,3,RIC,Red Bull,193,3
Sebastian Vettel,5,VET,Red Bull,139,0
Fernando Alonso,14,ALO,Ferrari,133,0
Valtteri Bottas,77,BOT,Williams,130,0
Jenson Button,22,BUT,McLaren,82,0
Nico Hülkenberg,27,HUL,Force India,76,0
Felipe Massa,19,MAS,Williams,71,0
Sergio Pérez,11,PER,Force India,46,0
Kimi Räikkönen,7,RAI,Ferrari,45,0
Kevin Magnussen,20,MAG,McLaren,39,0
Jean-Éric Vergne,25,VER,Toro Rosso,21,0
Romain Grosjean,8,GRO,Lotus F1,8,0
Daniil Kvyat,26,KVY,Toro Rosso,8,0
Jules Bianchi,17,BIA,Marussia,2,0
Adrian Sutil,99,SUT,Sauber,0,0
Marcus Ericsson,9,ERI,Caterham,0,0
Pastor Maldonado,13,MAL,Lotus F1,0,0
Esteban Gutiérrez,21,GUT,Sauber,0,0
Max Chilton,4,CHI,Marussia,0,0
Kamui Kobayashi,10,KOB,Caterham,0,0
André Lotterer,45,LOT,Caterham,0,0
Lewis Hamilton,44,HAM,Mercedes,291,9
Nico Rosberg,6,ROS,Mercedes,274,4
Daniel Ricciardo,3,RIC,Red Bull,199,3
Valtteri Bottas,77,BOT,Williams,145,0
Sebastian Vettel,5,VET,Red Bull,143,0
Fernando Alonso,14,ALO,Ferrari,141,0
Jenson Button,22,BUT,McLaren,94,0
Nico Hülkenberg,27,HUL,Force India,76,0
Felipe Massa,19,MAS,Williams,71,0
Kevin Magnussen,20,MAG,McLaren,49,0
Sergio Pérez,11,PER,Force India,47,0
Kimi Räikkönen,7,RAI,Ferrari,47,0
Jean-Éric Vergne,25,VER,Toro Rosso,21,0
Romain Grosjean,8,GRO,Lotus F1,8,0
Daniil Kvyat,26,KVY,Toro Rosso,8,0
Jules Bianchi,17,BIA,Marussia,2,0
Adrian Sutil,99,SUT,Sauber,0,0
Marcus Ericsson,9,ERI,Caterham,0,0
Pastor Maldonado,13,MAL,Lotus F1,0,0
Esteban Gutiérrez,21,GUT,Sauber,0,0
Max Chilton,4,CHI,Marussia,0,0
Kamui Kobayashi,10,KOB,Caterham,0,0
André Lotterer,45,LOT,Caterham,0,0
Lewis Hamilton,44,HAM,Mercedes,316,10
Nico Rosberg,6,ROS,Mercedes,292,4
Daniel Ricciardo,3,RIC,Red Bull,214,3
Valtteri Bottas,77,BOT,Williams,155,0
Sebastian Vettel,5,VET,Red Bull,149,0
Fernando Alonso,14,ALO,Ferrari,149,0
Jenson Button,22,BUT,McLaren,94,0
Felipe Massa,19,MAS,Williams,83,0
Nico Hülkenberg,27,HUL,Force India,76,0
Kevin Magnussen,20,MAG,McLaren,53,0
Sergio Pérez,11,PER,Force India,47,0
Kimi Räikkönen,7,RAI,Ferrari,47,0
Jean-Éric Vergne,25,VER,Toro Rosso,22,0
Romain Grosjean,8,GRO,Lotus F1,8,0
Daniil Kvyat,26,KVY,Toro Rosso,8,0
Pastor Maldonado,13,MAL,Lotus F1,2,0
Jules Bianchi,17,BIA,Marussia,2,0
Adrian Sutil,99,SUT,Sauber,0,0
Marcus Ericsson,9,ERI,Caterham,0,0
Esteban Gutiérrez,21,GUT,Sauber,0,0
Max Chilton,4,CHI,Marussia,0,0
Kamui Kobayashi,10,KOB,Caterham,0,0
André Lotterer,45,LOT,Caterham,0,0
Lewis Hamilton,44,HAM,Mercedes,334,10
Nico Rosberg,6,ROS,Mercedes,317,5
Daniel Ricciardo,3,RIC,Red Bull,214,3
Sebastian Vettel,5,VET,Red Bull,159,0
Fernando Alonso,14,ALO,Ferrari,157,0
Valtteri Bottas,77,BOT,Williams,156,0
Jenson Button,22,BUT,McLaren,106,0
Felipe Massa,19,MAS,Williams,98,0
Nico Hülkenberg,27,HUL,Force India,80,0
Kevin Magnussen,20,MAG,McLaren,55,0
Kimi Räikkönen,7,RAI,Ferrari,53,0
Sergio Pérez,11,PER,Force India,47,0
Jean-Éric Vergne,25,VER,Toro Rosso,22,0
Romain Grosjean,8,GRO,Lotus F1,8,0
Daniil Kvyat,26,KVY,Toro Rosso,8,0
Pastor Maldonado,13,MAL,Lotus F1,2,0
Jules Bianchi,17,BIA,Marussia,2,0
Adrian Sutil,99,SUT,Sauber,0,0
Marcus Ericsson,9,ERI,Caterham,0,0
Esteban Gutiérrez,21,GUT,Sauber,0,0
Max Chilton,4,CHI,Marussia,0,0
Kamui Kobayashi,10,KOB,Caterham,0,0
André Lotterer,45,LOT,Caterham,0,0
Lewis Hamilton,44,HAM,Mercedes,384,11
Nico Rosberg,6,ROS,Mercedes,317,5
Daniel Ricciardo,3,RIC,Red Bull,238,3
Valtteri Bottas,77,BOT,Williams,186,0
Sebastian Vettel,5,VET,Red Bull,167,0
Fernando Alonso,14,ALO,Ferrari,161,0
Felipe Massa,19,MAS,Williams,134,0
Jenson Button,22,BUT,McLaren,126,0
Nico Hülkenberg,27,HUL,Force India,96,0
Sergio Pérez,11,PER,Force India,59,0
Kevin Magnussen,20,MAG,McLaren,55,0
Kimi Räikkönen,7,RAI,Ferrari,55,0
Jean-Éric Vergne,25,VER,Toro Rosso,22,0
Romain Grosjean,8,GRO,Lotus F1,8,0
Daniil Kvyat,26,KVY,Toro Rosso,8,0
Pastor Maldonado,13,MAL,Lotus F1,2,0
Jules Bianchi,17,BIA,Marussia,2,0
Adrian Sutil,99,SUT,Sauber,0,0
Marcus Ericsson,9,ERI,Caterham,0,0
Esteban Gutiérrez,21,GUT,Sauber,0,0
Max Chilton,4,CHI,Marussia,0,0
Kamui Kobayashi,10,KOB,Caterham,0,0
Will Stevens,28,STE,Caterham,0,0
André Lotterer,45,LOT,Caterham,0,0
Lewis Hamilton,44,HAM,Mercedes,25,1
Nico Rosberg,6,ROS,Mercedes,18,0
Sebastian Vettel,5,VET,Ferrari,15,0
Felipe Massa,19,MAS,Williams,12,0
Felipe Nasr,12,NAS,Sauber,10,0
Daniel Ricciardo,3,RIC,Red Bull,8,0
Nico Hülkenberg,27,HUL,Force India,6,0
Marcus Ericsson,9,ERI,Sauber,4,0
Carlos Sainz,55,SAI,Toro Rosso,2,0
Sergio Pérez,11,PER,Force India,1,0
Jenson Button,22,BUT,McLaren,0,0
Kimi Räikkönen,7,RAI,Ferrari,0,0
Max Verstappen,33,VER,Toro Rosso,0,0
Romain Grosjean,8,GRO,Lotus F1,0,0
Pastor Maldonado,13,MAL,Lotus F1,0,0
Daniil Kvyat,26,KVY,Red Bull,0,0
Kevin Magnussen,20,MAG,McLaren,0,0
Valtteri Bottas,77,BOT,Williams,0,0
Lewis Hamilton,44,HAM,Mercedes,43,1
Sebastian Vettel,5,VET,Ferrari,40,1
Nico Rosberg,6,ROS,Mercedes,33,0
Felipe Massa,19,MAS,Williams,20,0
Kimi Räikkönen,7,RAI,Ferrari,12,0
Felipe Nasr,12,NAS,Sauber,10,0
Valtteri Bottas,77,BOT,Williams,10,0
Daniel Ricciardo,3,RIC,Red Bull,9,0
Nico Hülkenberg,27,HUL,Force India,6,0
Max Verstappen,33,VER,Toro Rosso,6,0
Carlos Sainz,55,SAI,Toro Rosso,6,0
Marcus Ericsson,9,ERI,Sauber,4,0
Daniil Kvyat,26,KVY,Red Bull,2,0
Sergio Pérez,11,PER,Force India,1,0
Romain Grosjean,8,GRO,Lotus F1,0,0
Jenson Button,22,BUT,McLaren,0,0
Roberto Merhi,98,MER,Manor Marussia,0,0
Pastor Maldonado,13,MAL,Lotus F1,0,0
Kevin Magnussen,20,MAG,McLaren,0,0
Fernando Alonso,14,ALO,McLaren,0,0
Will Stevens,28,STE,Manor Marussia,0,0
Lewis Hamilton,44,HAM,Mercedes,68,2
Sebastian Vettel,5,VET,Ferrari,55,1
Nico Rosberg,6,ROS,Mercedes,51,0
Felipe Massa,19,MAS,Williams,30,0
Kimi Räikkönen,7,RAI,Ferrari,24,0
Valtteri Bottas,77,BOT,Williams,18,0
Felipe Nasr,12,NAS,Sauber,14,0
Daniel Ricciardo,3,RIC,Red Bull,11,0
Romain Grosjean,8,GRO,Lotus F1,6,0
Nico Hülkenberg,27,HUL,Force India,6,0
Max Verstappen,33,VER,Toro Rosso,6,0
Carlos Sainz,55,SAI,Toro Rosso,6,0
Marcus Ericsson,9,ERI,Sauber,5,0
Daniil Kvyat,26,KVY,Red Bull,2,0
Sergio Pérez,11,PER,Force India,1,0
Jenson Button,22,BUT,McLaren,0,0
Fernando Alonso,14,ALO,McLaren,0,0
Roberto Merhi,98,MER,Manor Marussia,0,0
Will Stevens,28,STE,Manor Marussia,0,0
Pastor Maldonado,13,MAL,Lotus F1,0,0
Kevin Magnussen,20,MAG,McLaren,0,0
Lewis Hamilton,44,HAM,Mercedes,93,3
Nico Rosberg,6,ROS,Mercedes,66,0
Sebastian Vettel,5,VET,Ferrari,65,1
Kimi Räikkönen,7,RAI,Ferrari,42,0
Felipe Massa,19,MAS,Williams,31,0
Valtteri Bottas,77,BOT,Williams,30,0
Daniel Ricciardo,3,RIC,Red Bull,19,0
Felipe Nasr,12,NAS,Sauber,14,0
Romain Grosjean,8,GRO,Lotus F1,12,0
Nico Hülkenberg,27,HUL,Force India,6,0
Max Verstappen,33,VER,Toro Rosso,6,0
Carlos Sainz,55,SAI,Toro Rosso,6,0
Sergio Pérez,11,PER,Force India,5,0
Marcus Ericsson,9,ERI,Sauber,5,0
Daniil Kvyat,26,KVY,Red Bull,4,0
Fernando Alonso,14,ALO,McLaren,0,0
Jenson Button,22,BUT,McLaren,0,0
Roberto Merhi,98,MER,Manor Marussia,0,0
Will Stevens,28,STE,Manor Marussia,0,0
Pastor Maldonado,13,MAL,Lotus F1,0,0
Kevin Magnussen,20,MAG,McLaren,0,0
Lewis Hamilton,44,HAM,Mercedes,111,3
Nico Rosberg,6,ROS,Mercedes,91,1
Sebastian Vettel,5,VET,Ferrari,80,1
Kimi Räikkönen,7,RAI,Ferrari,52,0
Valtteri Bottas,77,BOT,Williams,42,0
Felipe Massa,19,MAS,Williams,39,0
Daniel Ricciardo,3,RIC,Red Bull,25,0
Romain Grosjean,8,GRO,Lotus F1,16,0
Felipe Nasr,12,NAS,Sauber,14,0
Carlos Sainz,55,SAI,Toro Rosso,8,0
Max Verstappen,33,VER,Toro Rosso,6,0
Nico Hülkenberg,27,HUL,Force India,6,0
Sergio Pérez,11,PER,Force India,5,0
Marcus Ericsson,9,ERI,Sauber,5,0
Daniil Kvyat,26,KVY,Red Bull,5,0
Fernando Alonso,14,ALO,McLaren,0,0
Jenson Button,22,BUT,McLaren,0,0
Roberto Merhi,98,MER,Manor Marussia,0,0
Will Stevens,28,STE,Manor Marussia,0,0
Pastor Maldonado,13,MAL,Lotus F1,0,0
Kevin Magnussen,20,MAG,McLaren,0,0
Lewis Hamilton,44,HAM,Mercedes,126,3
Nico Rosberg,6,ROS,Mercedes,116,2
Sebastian Vettel,5,VET,Ferrari,98,1
Kimi Räikkönen,7,RAI,Ferrari,60,0
Valtteri Bottas,77,BOT,Williams,42,0
Felipe Massa,19,MAS,Williams,39,0
Daniel Ricciardo,3,RIC,Red Bull,35,0
Daniil Kvyat,26,KVY,Red Bull,17,0
Felipe Nasr,12,NAS,Sauber,16,0
Romain Grosjean,8,GRO,Lotus F1,16,0
Sergio Pérez,11,PER,Force India,11,0
Carlos Sainz,55,SAI,Toro Rosso,9,0
Nico Hülkenberg,27,HUL,Force India,6,0
Max Verstappen,33,VER,Toro Rosso,6,0
Marcus Ericsson,9,ERI,Sauber,5,0
Jenson Button,22,BUT,McLaren,4,0
Fernando Alonso,14,ALO,McLaren,0,0
Roberto Merhi,98,MER,Manor Marussia,0,0
Will Stevens,28,STE,Manor Marussia,0,0
Pastor Maldonado,13,MAL,Lotus F1,0,0
Kevin Magnussen,20,MAG,McLaren,0,0
Lewis Hamilton,44,HAM,Mercedes,151,4
Nico Rosberg,6,ROS,Mercedes,134,2
Sebastian Vettel,5,VET,Ferrari,108,1
Kimi Räikkönen,7,RAI,Ferrari,72,0
Valtteri Bottas,77,BOT,Williams,57,0
Felipe Massa,19,MAS,Williams,47,0
Daniel Ricciardo,3,RIC,Red Bull,35,0
Daniil Kvyat,26,KVY,Red Bull,19,0
